text_id,text,dominant_language,level_of_rus,background
11564,"Я бы не хотела ни учиться в магистратуре, ни знать первую любовь.
Мода и учебный офис очень близки, ведь они постоянно меняются и студенты должны за ними успевать.
Как у русской зимы, так и у экватора, есть свои крайности.
Яичница напоминает нам о математике, потому что ячница тоже использует числа, в случае с яичницей речь идет о количестве яиц.
Как философия, так и футбол, могут стать образом жизни человека.
Мода, как и учебный офис, не остается без изменения с течением времени.
В магистратуре мы такие же неопытные, как и в первой любви.
В академической среде философия имеет такую же важность, как и футбол для большинства людей
Наука и крокодил имеют по крайней мере одну общую черту. Заниматься наукой так же трудно, как и поймать крокодила.
 Как философия, так и футбол являются важными сферами, только одна принадлежит научной области, а другая спортивной.
Ни русская зима, ни экватор являются короткими.
И магистратура и первая любовь имеют одну общую черту. И та, и другая может быть новым опытом для человека.
Как ковид, так и шашлык влияют на многих людей.
Мода и учебный офис похожи тем, что обе вещи могут иметь отношение с трудовой деятельностью
В моей стране студенты так много курят, как и здесь.
Как кошки, так и собаки могут быть очень милыми
В России многие студенты так же работают, как и студенты в моей стране.
И футбол, и философия имеют букву Ф, но ни философия, ни футбол не имеют смысла.
Математика - мой враг, как и яичница.
Учебный офис, как и мода совершенно не предсказуемы. Сложно предсказать какая сумасшедшая мода из тик-тока завирусится, так же сложно понять что потребует учебный офис в следующие дни.
Как мода, так и учебный офис влияют на жизни студентов.
Магистратура является важной частью в жизни, как и любовь.
Большинство людей боится и науки, и крокодила.",korean,B2,L2
9215,"Уважаемая Мария Юрьевна!
Меня зовут Квон Икчжу. Мне 24 года. Я из Южной Кореи.
Я служил два года в армии. Следовательно, у меня нет большого опыта
работы. Я служил в одной из самых тяжёлых армий в Южной Корее.
После армии, я работал спасителем на море. С целью стать спасителей
водной безопасности, я занимался плаванием и первой помощью.
Вдобавок, я подрабатывал в детском мире в Корее.
В любом случае, обращаюсь к Вам с просьбой поработать волонтером в
детском доме с 1 июля по 15 августа 2019 г.
С уважением, подпись",korean,B2,L2
9207,"Как человек, который закончил свою военную службу, я хочу выразить свою глубокую благодарность солдатам, которые защищали свою страну и свою семью. Я хочу поблагодарить учителя, который дал мне этот фильм, который напомнил мне о моём прошлом. 
В школьные годы, история была очень скучным предметом. Было ужасно сложно запоминать политическую идеологию и даты начала и окончания событий. После окончания школы я пошёл в армию. Физические, душевные страдания, закрытые пространства и возможности что-либо делать и познавать, дали шанс сосредоточиться на себе. Я многое осознал за то время. 
В фильме главные герои ищут артефакты, и однажды к ним подошла старуха. Старуха символизирует живую историю. Она пережила очень многое, даже военные события и спустя долгое время, она, по иронии судьбы, смогла передать молоко молодым людям. Она была добра к молодым людям, даже принесла им молоко, чтобы угостить, но наши герои были очень грубы с ней. Хоть они плохо к ней отнеслись, но старуха дала им совет и сказала, где находится озеро, чтобы они могли искупаться. После разговора с бабушкой Борман нашёл четыре удостоверения личности, которые были из 1941 года. Там были написано их имена и были их фото. Ребята не могли поверить, они начали думать, что это им померещилось из-за алкоголя. Для того, чтобы протрезветь, Борман, Спирт, Чуха и Череп убежали на озеро и запрыгнули в него, но когда они вышли из него, уже попали в прошлое. 
Для меня добрая старуха - это моя разделённая страна. В Корее каждый мужчина обязан служить в армии, чтобы семьи жили безопасности. Как когда-то мой отец и дед защищали Родину для освобождения моей страны в будущем. Также и я решил пойти в армию. Я чувствовал всю историю жизни всего моего тела в течение двух лет, и моя внешность была такой же, как у главных героев, которые вернулись к реальности. 
До призыва в армию я выглядел немного так же, как четверо парней из фильма. Для них было лучше всего отправиться на озеро, а моим лучшим вариантов в то время было пойти в армию. К счастью, моё решение пойти в армию стало самым важным и замечательным выбором в моей жизни. Для ребят из фильма это тоже было хорошее решение пойти на это озеро. 
Для того, чтобы учиться на наших ошибках, мы должны оглянуться в прошлое. Если мы забудем прошлое, то те же ошибки будут повторяться и лучшего будущего будет трудно ожидать. У людей, которые забыли прошлое, нет будущего, но не нужно всегда думать только о прошлом, нужно уметь жить в настоящем. 
Приближается один из самых больших праздников в России. Это одна из величайших трагедий в истории человечества, ту победу над фашизмом в 1945 году должен помнить каждый себя уважающий человек. Наконец, еще раз спасибо всем, кто пожертвовал своей жизнью ради страны. Никто не забыт, ничто не забыто. ",korean,B2,L2
9170,"Путешествие ждет тебя!
-Всегда интересно сравнить себя до путешествия и после путешествия. Когда я готовлюсь к путешествию, я чувствую надежду, и боязнь. Потому что я люблю путешествовать, но иногда думаю:""Я могу путешествовать безопасно?"" Мне нравится смотреть как иностранцы живут,думают,говорят, кушают... и т.д. Ещё когда я путешествую, я чувствую, что мир очень большой и в мире есть много наук которые мне нужно учить.
Культурное наследие иностранных стран впечатляет. Мне интересно, как в то время, люди могли делать такие хорошие памятники искусства. Поэтому я думаю, что мы можем много учить узучая историю. Нам везёт потому что раньше было сложно путешествовать из-за плохого транспорта, но сейчас мы можем путешествовать везде!
Ещё, очень часто, мы готовимся к экзамену, уроку, или работаем в офисе...Поэтому у нас мало времени, чтобы подумать о себе. Но когда мы путешествуем, мы можем думать о себе долго , серьёзно и потом наконец мы найдем настоящих себя. Поэтому я думаю, что во время путешествия, мы смотрим на другую културу и встречаемся с другими людьми и наконец встретимся собой.",korean,B2,L2
5580,"В европейской истории новая эпоха революционных бурь, грандиозных сдвигов, обозначившаяся с конца XVIII в. отличается необычайно пристальным интересом к истории. Особенно мощный толчок формированию исторического мышления того времени дала Великая Французская Революция 1789 г. 
Во Франции невозможность вернуться после Великой Революции к старым порядкам широко ощущались в обществе, пережившем национальный подъем. Барант выражал пафос нового революционного времени таким образом: «Кровавая Революция изменила лицо нашей земли; на обломках насильственно разрушенного общества возникло новое общество, с новыми людьми и новыми правилами».  Отсюда возникала потребность постичь эти новые исторические явления иным способом мышления, отличающимся от старого. Наступало необычайно интенсивное развитие исторической мысли, расцвет исторической науки а, вместе с тем, и исторического романа. Примечательно, что все это совпадало с расцветающим романтизмом. 
Итак, всеобщее увлечение историческим романом и его успех являлись «следствием общей потребности». Причина этого, как отметил Белинский, состоит не во влиянии одного писателя, В. Скотта, а «в духе времени, во всеобщем и, можно сказать, всемирном направлении». 
Есть еще всемирное направление - сближение истории с философией, обостренный интерес к вопросам исторической методологии, к проблемам философии истории и сближение истории с социальными исканиями (особенно Сен-Симон и его школа). Это было одной из ведущих тенденций в общеевропейском движении  новой эпохи. Этим, в частности, занималась и французская романтическая историография. Кузен считал «историю отражением философии, целой философской системой».   
Огромное значение философии истории новой эпохи, прежде всего французской, заключается в том, что она распространяла в исторической науке новое понятие – закономерность непрерывного развития исторического процесса. Современникам, привыкшим к старой историографии, эта идея казалась воззрением «фаталическим», упраздняющем всякую роль личности и лишенным роли случая в истории.  
Эта концепция явно противостояла неизменному вечному идеалу рационалистических и метафизических концепций Просветителей. Логическое рассуждение должно было привести к познанию вечных и неизменных законов природы. Просветители апеллировали к одному-единственному, неподвижному идеалу общественных отношений, основанных на неоспоримых, а следовательно, неизменных доводах разума и законах природы. Признать историческую изменяемость логики и разума значило бы разрушить логику и разум, а вместе с тем и всю систему аргументации в пользу нового общества. Поэтому у просветителей истинное познание возможно только под знаком вечности. Ориентация на всеобщность и вечность почти исключала понятие исторического развития и качественного изменения как принцип познания мира. В этом отношении движущая сила истории для них являлась всеобщим разумом, и, разумеется, она остается вне исторической: она проявляется в истории, но не создается в ней. 
Между тем, понятие «эволюция» было хорошо известно просветителям. Идея прогресса была сформулирована именно в XVIII веке. Просветители представляли себе развитие как некий однородный и повсюду единый процесс, как движение по прямой линии. Это было постепенное освобождение разума от суеверий, медленная победа рационалистического эвдемонизма над пережитками варварства и зверства. Конечная цель этой эволюции, так же как средства ее, были всегда одинаковы. Однако в понимании романтиков эволюция приобрела совсем иные формы. Для романтиков процесс этот оказывался более сложным в каждую данную эпоху каждый данный народ разрешал свои особые социальные задачи, шел к особой цели и особым путем. Принимая все местные и временные формы, романтики обнаруживали своеобразные формы цивилизации и движение там, где просветители видели варварство и застой. 
Таким образом, в отличие от старых историков либеральные историки видели движущую силу истории в самом процессе истории, следовательно, признавали власть исторических законов, понимали исторический процесс в его внутреннем единстве, в его динамике. 
Во время Реставрации либеральные историки, будучи очевидцами Революции, пытались оправдать ее. Они хотели видеть в Реставрации законный результат революции, осуществление основных ее идей, а в конечном счете убеждаться в перспективе будущего. Действительно, Революция им освещала цельное историческое прошлое, дала возможность обобщить его, а затем разгадать его движение, его цель, иначе, угадать замыслы провидения.
Основная задача историка, по их мнению, заключается в том, чтобы установить историческую закономерность, объяснить настоящее на основе прошлого и конструировать будущее (преемственность в развитии истории), словом, историческую «дивинацию». По мнению Тьерри, способность «дивинации» - одна из главных способностей историка.  Неслучайно, что французские историки новой школы хвалили В. Скотта, бывшего мастером «дивинации». Безусловно их утверждение о законности исторического процесса глубоко проникнуто формулой Гегеля «все действительное разумно». 
В этой связи им нетрудно решить проблему свободы человека и исторической необходимости, которая занимала важнейшее место в философии истории того времени. Эта проблема также трактовалась ими в связи с попыткой постичь цель исторического процесса. Например, Гизо дает объяснение: «цель, к которой в неустанном движении стремится человечество – создание справедливого и нравственного общества. Но люди не знают последнего результата своих усилий. Поколения строят здание, назначения которого они не могут угадать, они «разумно» и «свободно» творят то, что для них непостижимо, но исторически неизбежно».  Подобно Гизо, Баланш, используя термин «провиденциальный случай», решает эти проблемы почти одинаковым образом. Главное для историков новой школы то, что идея прогресса нечто иное, чем воля провидения, ведущая человечество по его трудному, не всегда понятному пути. Следовательно их идея должна осуществляться в тесной связи с нравственным самосознанием человека и общества. И в этом ощущается их глубокая, с телеологической окраской, вера и в оптимизм и в гуманизм истории человечества. Под этим углом зрения  каждый человек и народ в каждую данную эпоху есть звено в неразрывной цепи исторического совершенствования, и нет поэтому в истории ничего ненужного и лишнего. 
Отсюда следует их переоценка «формулы» исторической закономерности, восходящей к своего рода либеральному «разуму», иначе говоря, схематические размышления над исторической диалектикой  (хотя сами романтики упрекали в схематизме классиков). Из-за этого их историческая точка зрения подверглась забвению. Тем не менее в свое время актуальность их трудов во Франции была неоспорима. И до сих пор не подвергается сомнению самое основное значение их трудов - открытие нового взгляда на события прошлого и нового подхода к действительности. 
Общее движение исторической мысли оказало немалое влияние и на Россию, ибо и в России разрабатывались важнейшие теоретические проблемы новой философии истории и осваивались их результаты. 
В начале XIX века Россия претерпела бурные исторические события, и была очевидцем других крупных событий за рубежом. Будучи свидетелем крушения Французской Революции и прихода к власти Наполеона, русские деятели чувствовали нараставшее разочарование в просветительской философии, так как Французская Революция не обеспечила обещанного торжества царства разума. Крупнейшим поворотом в русской истории нового века являлась Отечественная война 1812 г., по словом Пушкина «гроза 1812 года». Победа России в войне вызвала общественный, патриотический подъем, нараставшее в среде передового дворянства недовольство режимом рабства и деспотизма русского самодержавия, эти настроения во многом стали причиной восстания декабристов 1825 г.. 
Применительно к этому факту, приведем следующие высказывания одного декабриста, подчеркивающего связь между 1812 г. и освободительной деятельностью: «Век славы военной кончился с Наполеоном. Теперь настало время освобождения народов от угнетающего их рабства, и неужели Русские, ознаменовавшие себя столь блистательными подвигами в войне истинно Отечественной – Русские, исторгшие Европу из-под ига Наполеона, не свергнут собственного ярма».  
Итак, после Отечественной войны чувство «свободы» распространялось по всей России, этим и объясняется самостоятельное усвоение в России идеи прогресса новой философии истории. Как отчетливо указал Г. Макогоненко, «в России так сложилось, что идея развития была применена к проблеме социальной, к вопросу происхождения крепостного права».  
После разгрома декабристов резко возрос интерес к исторической проблематике. Не случайно, все исследователи историзма Пушкина отмечают «роковой 1825 г.» как рубеж в творчестве поэта зрелого периода. 
В связи с нарастающим интересом к новому историзму, следует отметить важную особенность усвоения этого историзма в России. Характерно, что на передовых исторических позициях стояли русские писатели, активно участвуя в новом движении своего века, изучая, усваивая с большим усердием новые теории, идей, и т.д. Именно они играли ведущую роль в создании общественного мнения. Поэтому совершенно не случайно, что «в литературе раньше всего показались результаты овладения новым историческим мышлением».  
В статье 1830 г. о втором томе «Истории Русского народа» Н. Полевого Пушкин, разделяя в целом идею исторической закономерности  французских историков, подчеркивает вместе с тем и роль случая в истории, которой они пренебрегали: «Не говорите: иначе нельзя быть. Коли было бы. Это правда, то историк был бы астроном, и события жизни человечества были бы предсказаны в календарях, как и затмения солнечные. Но провидение не алгебра. Ум человеческий по простонародному выражению, не пророк, а угадчик, он видит общий ход вещей и может выводить из одного глубокие предположения, часто оправданные временем, но возможно ему предвидеть случая – мощного, мгновенного орудия провидения» (XI, 127). Здесь Пушкин полемизирует с проблемой «алгебризма» метода Гизо и с математическим методом, характерным для ряда философско-исторических систем на Европе, а в 30-х гг. получившим распространение и в России.  
Вместе с тем, он отмечает своеобразие исторического развития России, утверждая, что историческая формула французского историка не применяется непосредственно к российской реальности. Отмечая у Полевого «желание приноровить систему новейших историков и к России», Пушкин считал отсутствие конкретного изучения реальной истории его главным методологическим пороком: «Поймите же и то, что Россия никогда ничего не имела общего с остальною Европою; что история ее требует другой мысли, другой формулы, как мысли и формулы, выведенных Гизотом из истории христианского Запада» (XI, 127). 
Все эти исторические обстоятельства и философские концепции обусловили обостренный интерес к истории и историческому роману в России. 
Сетование на отсутствие прозы, и быстрое возрастание интереса к прозаическому жанру в начале 1820-х годов объясняется этим историческим фоном. Всемирноисторические события потребовали «необходимость коренного поворота в состоянии литературы и, в частности, художественной прозы. Как подчеркнул Б. Мейлах, «этими же историческими условиями были обусловлены в эти годы и требования к развитию художественной прозы». 
Итак, в двадцатых и первой половине тридцатых годов XIX века исторический роман стал одним из ведущих, популярных жанров В Европе и в том числе в России. Этот период по праву называют «вальтерскоттовским веком».  
В. Скотт, как основоположник нового жанра исторического романа, получил огромную прижизненную славу в Европе, в том числе в России.  Значение В. Скотта для развития современной ему европейской, в частности русской, прозы верно отметил еще Вяземский, писавший: «В наш век невозможно поэту не отзываться Байроном, как романисту не отзываться Вальтером Скоттом». 
В 1818 г. в России вышли шесть романов В. Скотта; к этому же времени вышла «История Государства Российского» Карамзина, являющаяся самым крупным и программным документом историзма того времени. Это случайное совпадение продемонстрировало массовое внимание к историческому роману и к злободневным вопросам философии истории. 
До знакомства с В. Скоттом в России первым в русской литературе серьезным опытом исторической беллетристики считается «Марфа Пасадница» (1803) Карамзина. В этой книге Карамзин очень свободно обращается с историческими фактами, идя на заведомое их нарушение. 
Затем под влиянием В. Скотта в 1820-е гг. характер исторических повестей резко меняется. Знакомство с романами В. Скотта заметно влияет на отношение авторов к изображению исторических событий, на само понимание истории как прошедшей реальности, которую желательно изобразить во всей ее истине.  Однако глубокий историзм В. Скотта был усвоен русской литературой не сразу. «Большинство писателей-романистов считали себя учениками Скотта, однако его метод воссоздания исторического прошлого долго не давался русской исторической беллетристике. Историческая угаданность характеров, проникновение в дух эпохи, в сознание ее людей заменялись внешними приметами историзма».  
В русской литературе увлечение историческим романом достигло вершины с появлением романа Загоскина «Юрий Милославский» в 1829 г.; к этому же году, что знаменательно, издание скоттовских романов было в пике популярности.  Затем во второй половине 30-х годов историческая тема явно оттесняется на второй план, а впоследствии исторический роман постепенно уступает место литературе, обращающейся к темам и вопросам современности. 
Так сложились литературно-исторические обстоятельства в России первой трети XIX века.",korean,B2,L2
5265," В предрассветные часы 25 июня северокорейские войска под прикрытием артиллерии перешли границу  Южнной кореи. Численность сухопутной группировки, обученной советскими военными советниками, составляла 135 тысяч человек, в её составе было 150 танков Т-34. Со стороны Южной Кореи численность сухопутной группировки, обученной американскими специалистами и вооружённой американским оружием, к началу войны составляла около 150 тысяч человек,; южнокорейская армия почти не имела бронетехники и авиации. Правительство Северной Кореи заявило, что «изменник» Ли Сын Ман вероломно вторгся на территорию КНДР. Продвижение северокорейской армии в первые дни войны было весьма успешным. Уже 28 июня была захвачена столица Южной Кореи — город Сеул. Главные направления удара включали также Кэсон, Чхунчхон, Ыйджонбу и Онджин. Был полностью разрушен сеульский аэропорт Кимпхо. Однако главная цель не была достигнута — молниеносной победы не получилось, Ли Сын Ману и значительной части южнокорейского руководства удалось спастись и покинуть город. Массового восстания, на которое рассчитывало северокорейское руководство, также не произошло. ",korean,B2,L2
5230,"Наступление нового года по лунному календарю один из самых важных традиционно отмечаемых событий года, которое по прежнему считается более значительным, чем 1 января. большинство предприятий и учреждений закрываются, и люди берут несколько дней отпуска, чтобы провести несколько дней на родине с семьей. В день праздника поднимаются рано, надевают лучшую одежду и делают поклоны перед старшими для подтве рждения крепости семейных уз. Праздничные трапезы состоят из особых блюд, таких, как ттоккук и мандукук. Старшее поколение развлекается игрой в ют, а дети запускают волчки.",korean,B2,L2
5235,"После освобождения от власти Японии, из-за идеологических конфликтов страны разделена на два отдельных стран; Корея социалистического государства Северной Кореи и капиталистической Южной Кореи.
В этой связи, Северная Корея вторглась на юг с целью распространения коммунизма. ., и это Корейской войны . Из-за войны становились длиннее и оставил много жертв обеих сторон сделаны перемирие. И те аспект продолжается до сих пор. Корейская война отражается как худший войне в человеческой истории с чрезвычайно много жертв. ",korean,B2,L2
5212,"Это одно из любимых корейских народных блюд. Их готовят в основном из пценичной муки и довавляют лук, кальмар и другие морепродукты. Они похожи на русские блины. Раньше после земледения, крестьяне любили их есть. Блины морепродукта обязательно были на праздником столе. Кроме них появились и другие - блины кимчи, блины кортошики. Едят с соевым соусом, чтобы приправить. Когда люди едят блины морепрадукта, обычно пьют Дондонжу, который готовят из риса. ( Дондонжу - традиционный алкогольный напиток, приготовленный на основе дрожжей)",korean,B2,L2
5209,"Я люблю играть на пианино. В шесть лет я начала играть. В 13ле я выступала на детстком конкурсе. Там я выиграла залотую медаль. Когда я играю на пианино, мне хорошо. У меня пианино, на котором раньше играла мая мама, ему уже 30 лет. Оно мне нравится, поэтому я не хочу покупать новое. Ещё интересуюсь танцами. Я плохо танцую, поэтому я очень хочу научиться хорошо танцевать. Раньше я училась танцевать джаз. Тогда я очень плохо танцевала, но мне было интересно. Когда я танцую, все смеются. Но мне не стыдно, потому что, когда я танцую, я счастлива. Я мечтаю стать хорошей танцовщией. Ещё в свободное время я читаю книги. Больше всего мне нравятся книги о путешествиях. В книге есть жизненный опыт и много мудрости. Книга - хороший друг. Ещё я люблю смотреть новости по телевизору. Каждое утро я смотрю новости. Новости очень интересные. Больше всего мне нравится смотреть международные и спортивные новости, потому что я хочу быть тележурналисткой. В Корее в свободное время я часто смотрела мюзиклы со своей сестрой в театре. Короме того, когда у меня будет время, я хочу увидеть русский балет, потому что Россия известна своим балетом.",korean,B2,L2
5184,"Вот приехал поезд из Владивостока. Одна девушка, несущая с собой большой чемодан, вышла из поезда. Её зовут Маша. Она несколько раз ездила сюда раньше, но этот огромный город для Маши ещё чужой. После окончания университета, она собираласьрается работать секретарём в небольшом офисе. Хотя Маша училась на писателя в университете и действительно хотела когда-нибудь изадавать свои произведения, ей нужно, прежде всего, собирать деньги. Но она никогда не оставляет (бросала) свою дорогую мечту.
Сегодня она переездит в новую квартиру, которая находится около станции метро «Воробьевы Горы». Обычно Там можно видеть прикрасный вид этой исторической столицы, но в тот день из-за грустого тумана Маша ничего не видела. Сошедши из гор, она обедала в Теремоке и думала о квартире – 'Какова она? Если там есть балкон, я могу сажать цветы! А каких соседей я буду встречать (А с какими сосдедями я буду жить)?' Потом она села на маршрутку и через четверть часа наконец приехала туда.
На конце улицы Маша нашла старую трёх-этажную квартиру. Она рада, что перед входом маленький, но красивый дворс  разноцветными цветами. Открыв дверь, она вошла внутрь. Напротив двери, на первом этаже есть комната Тони. Она директор квартиры. Эта старушка обычно смотрит телевизор или слушает радио весь день. Когда Тоня увидела Машу, они познакомились. Маша её спросила какие люди здесь живут. Тоня ответила:
В квартире, находящей справа от лифта, живёт семья Игоря. Их квартира сейчас на ремонте. Во время каникул они часто уеезжают на дачу, но этим летом уехали в Италью на путешествие. Может быть, они вернутся домой где-то в августе. Игорь работает учителем в школе в центре города. Ему 45 лет. Его жена, Анна, младше мужа на 2 года. Она домохозяйка. Я иногда хожу в магазин с ней за продуктами. Их сын Петя, который очень похож на своего отца, активный и добрый мальчик. Мне очень нравится его блаженная улыбка.
На втором этаже две квартиры. В первой квартире живёт Вани. Он рок-музыкант, играющий на гитаре. Поэтому в его квартире всегда так шумно. Я не люблю его громкую музыку. Мне кажется, неэта музыка никогда не нравится мне. Ваня также увлекается футболом. Какой страшный болельшик! Вы сразу увидите, что он очень странный человек. Кажется, сегодня вечером он будет приглашать, и,когда начинается матч. своих странных друзей, они вместе будут смотреть телевизор, Завтра ему можно помочь Вам поднять тяжёлые вещи.
Вторая кватрира – квартира  моей старой хорошей подруги Ольга. Она живёт с животнами; собакой и кошками. Она любит гулять в парке с собакой, называемой Мища. Её кошки ненавидят гулять, и играют сами по себе дома. Вот подходит она к нам! Ольга объясняет Вам, где Ваша квартира. Она на третьем этаже, мимо квартиры Клары. Я расскажу вам о неё. Клара работает официанткой в ресторане гостиницы «Лоттэ» на улице «Новый Арбат». Она весёлая и болтливая, полная женшина. Каждый день она говорито  диете, но сделала зарядку только позавчера.
Маша поднялась вверх по лестните с Ольгой до трёх этажа. Они поговорили о различиных темах – о родном городе, о семье и других. Её квартира находится слева от лифта. Внутри квартиры есть комната, балкон и несколько мебели. Впереди двери видно небольшое окно. Около окна стоит книжный шкаф в углу. Рядом с книжным шкафом находится письменный стол. Слева от стола маленькая кровать. Напротив кровати стоит деревянный платяной шкаф. Над кроватью на стену она поставила часы. Потом сидя за столом, Маша пишет дневник о сегодняшных встречах с новыми соседами в не очень большой, но уютной комнате. Она пригласит таких хороших соседей на новоселе в эту субботу. ",korean,B2,L2
